time	year	month	day	hour	WVHT	APD
2009-01-02 10:00:00	2009	1	2	10	1.82	6.09
2009-01-02 11:00:00	2009	1	2	11	1.89	6.53
2009-01-02 12:00:00	2009	1	2	12	1.91	7.15
2009-01-02 13:00:00	2009	1	2	13	1.77	6.54
2009-01-02 14:00:00	2009	1	2	14	1.9	6.27
2009-01-02 15:00:00	2009	1	2	15	1.97	6.07
2009-01-02 16:00:00	2009	1	2	16	2.15	5.85
2009-01-02 17:00:00	2009	1	2	17	2.2	5.81
2009-01-02 18:00:00	2009	1	2	18	2.33	6.11
2009-01-02 19:00:00	2009	1	2	19	2.18	5.86
2009-01-02 20:00:00	2009	1	2	20	2.23	5.89
2009-01-02 21:00:00	2009	1	2	21	2.33	5.7
2009-01-02 22:00:00	2009	1	2	22	2.32	5.79
2009-01-02 23:00:00	2009	1	2	23	2.4	5.58
2009-01-03 00:00:00	2009	1	3	0	2.28	5.43
2009-01-03 01:00:00	2009	1	3	1	2.09	5.51
2009-01-03 02:00:00	2009	1	3	2	1.88	5.52
2009-01-03 03:00:00	2009	1	3	3	1.74	5.56
2009-01-03 04:00:00	2009	1	3	4	1.52	5.5
2009-01-03 05:00:00	2009	1	3	5	1.6	5.58
2009-01-03 06:00:00	2009	1	3	6	1.81	5.29
2009-01-03 07:00:00	2009	1	3	7	1.86	5.04
2009-01-03 08:00:00	2009	1	3	8	1.97	5.13
2009-01-03 09:00:00	2009	1	3	9	2.09	5.17
2009-01-03 10:00:00	2009	1	3	10	2.29	5.4
2009-01-03 11:00:00	2009	1	3	11	2.34	5.41
2009-01-03 12:00:00	2009	1	3	12	2.39	5.32
2009-01-03 13:00:00	2009	1	3	13	2.38	5.51
2009-01-03 14:00:00	2009	1	3	14	2.42	5.73
2009-01-03 15:00:00	2009	1	3	15	2.32	5.81
2009-01-03 16:00:00	2009	1	3	16	2.46	6.01
2009-01-03 17:00:00	2009	1	3	17	2.41	6.06
2009-01-03 18:00:00	2009	1	3	18	2.49	6.07
2009-01-03 19:00:00	2009	1	3	19	2.7	6.19
2009-01-03 20:00:00	2009	1	3	20	2.84	6.32
2009-01-03 21:00:00	2009	1	3	21	3.02	6.55
2009-01-03 22:00:00	2009	1	3	22	2.75	6.67
2009-01-03 23:00:00	2009	1	3	23	2.66	6.41
2009-01-04 00:00:00	2009	1	4	0	2.6	6.27
2009-01-04 01:00:00	2009	1	4	1	2.85	6.59
2009-01-04 02:00:00	2009	1	4	2	2.82	6.35
2009-01-04 03:00:00	2009	1	4	3	2.72	6.12
2009-01-04 04:00:00	2009	1	4	4	2.83	6.3
2009-01-04 05:00:00	2009	1	4	5	2.96	6.48
2009-01-04 06:00:00	2009	1	4	6	2.87	6.53
2009-01-04 07:00:00	2009	1	4	7	2.92	6.78
2009-01-04 08:00:00	2009	1	4	8	2.82	6.87
2009-01-04 09:00:00	2009	1	4	9	2.55	6.69
2009-01-04 10:00:00	2009	1	4	10	2.63	7.04
2009-01-04 11:00:00	2009	1	4	11	2.3	6.6
2009-01-04 12:00:00	2009	1	4	12	2.47	6.88
2009-01-04 13:00:00	2009	1	4	13	2.43	6.76
2009-01-04 14:00:00	2009	1	4	14	2.62	6.9
2009-01-04 15:00:00	2009	1	4	15	2.47	6.72
2009-01-04 16:00:00	2009	1	4	16	2.44	6.64
2009-01-04 17:00:00	2009	1	4	17	2.45	6.4
2009-01-04 18:00:00	2009	1	4	18	2.57	6.56
2009-01-04 19:00:00	2009	1	4	19	2.45	6.27
2009-01-04 20:00:00	2009	1	4	20	2.45	6.37
2009-01-04 21:00:00	2009	1	4	21	2.47	6.53
2009-01-04 22:00:00	2009	1	4	22	2.48	6.41
2009-01-04 23:00:00	2009	1	4	23	2.38	6.05
2009-01-05 00:00:00	2009	1	5	0	2.38	6.41
2009-01-05 01:00:00	2009	1	5	1	2.54	6.35
2009-01-05 02:00:00	2009	1	5	2	2.35	6.24
2009-01-05 03:00:00	2009	1	5	3	2.37	6.24
2009-01-05 04:00:00	2009	1	5	4	2.41	6.27
2009-01-05 05:00:00	2009	1	5	5	2.31	6.21
2009-01-05 06:00:00	2009	1	5	6	2.27	6.04
2009-01-05 07:00:00	2009	1	5	7	2.26	6.04
2009-01-05 08:00:00	2009	1	5	8	2.25	6.16
2009-01-05 09:00:00	2009	1	5	9	2.35	6.35
2009-01-05 10:00:00	2009	1	5	10	2.14	6.2
2009-01-05 11:00:00	2009	1	5	11	2.29	6.42
2009-01-05 12:00:00	2009	1	5	12	2.18	6.08
2009-01-05 13:00:00	2009	1	5	13	2.19	5.97
2009-01-05 14:00:00	2009	1	5	14	2.04	5.67
2009-01-05 15:00:00	2009	1	5	15	2.19	5.87
2009-01-05 16:00:00	2009	1	5	16	1.97	5.65
2009-01-05 17:00:00	2009	1	5	17	2.04	5.67
2009-01-05 18:00:00	2009	1	5	18	2.02	5.71
2009-01-05 19:00:00	2009	1	5	19	1.92	5.5
2009-01-05 20:00:00	2009	1	5	20	2.0	5.36
2009-01-05 21:00:00	2009	1	5	21	2.1	5.65
2009-01-05 22:00:00	2009	1	5	22	2.0	5.73
2009-01-05 23:00:00	2009	1	5	23	1.85	5.47
2009-01-06 00:00:00	2009	1	6	0	1.73	5.68
2009-01-06 01:00:00	2009	1	6	1	1.63	5.84
2009-01-06 02:00:00	2009	1	6	2	1.58	5.89
2009-01-06 03:00:00	2009	1	6	3	1.57	5.94
2009-01-06 04:00:00	2009	1	6	4	1.64	6.39
2009-01-06 05:00:00	2009	1	6	5	1.53	5.89
2009-01-06 06:00:00	2009	1	6	6	1.76	5.61
2009-01-06 07:00:00	2009	1	6	7	1.86	5.41
2009-01-06 08:00:00	2009	1	6	8	2.05	5.54
2009-01-06 09:00:00	2009	1	6	9	2.25	5.65
2009-01-06 10:00:00	2009	1	6	10	2.31	5.72
2009-01-06 11:00:00	2009	1	6	11	2.38	5.76
2009-01-06 12:00:00	2009	1	6	12	2.33	5.84
2009-01-06 13:00:00	2009	1	6	13	2.42	5.96
2009-01-06 14:00:00	2009	1	6	14	2.55	5.96
2009-01-06 15:00:00	2009	1	6	15	2.56	6.17
2009-01-06 16:00:00	2009	1	6	16	2.59	6.4
2009-01-06 17:00:00	2009	1	6	17	2.29	6.05
2009-01-06 18:00:00	2009	1	6	18	2.44	6.26
2009-01-06 19:00:00	2009	1	6	19	2.35	6.25
2009-01-06 20:00:00	2009	1	6	20	2.63	6.52
2009-01-06 21:00:00	2009	1	6	21	2.47	6.18
2009-01-06 22:00:00	2009	1	6	22	2.43	6.23
2009-01-06 23:00:00	2009	1	6	23	2.64	6.74
2009-01-07 00:00:00	2009	1	7	0	2.7	6.68
2009-01-07 01:00:00	2009	1	7	1	2.77	6.54
2009-01-07 02:00:00	2009	1	7	2	2.63	6.76
2009-01-07 03:00:00	2009	1	7	3	2.72	6.96
2009-01-07 04:00:00	2009	1	7	4	2.7	6.9
2009-01-07 05:00:00	2009	1	7	5	2.64	7.06
2009-01-07 06:00:00	2009	1	7	6	2.57	7.06
2009-01-07 07:00:00	2009	1	7	7	2.71	7.43
2009-01-07 08:00:00	2009	1	7	8	2.45	7.49
2009-01-07 09:00:00	2009	1	7	9	2.58	7.76
2009-01-07 10:00:00	2009	1	7	10	2.44	7.86
2009-01-07 11:00:00	2009	1	7	11	2.49	8.0
2009-01-07 12:00:00	2009	1	7	12	2.53	8.13
2009-01-07 13:00:00	2009	1	7	13	2.84	8.54
2009-01-07 14:00:00	2009	1	7	14	2.53	8.42
2009-01-07 15:00:00	2009	1	7	15	2.64	8.71
2009-01-07 16:00:00	2009	1	7	16	2.51	7.92
2009-01-07 17:00:00	2009	1	7	17	2.65	8.76
2009-01-07 18:00:00	2009	1	7	18	2.4	8.3
2009-01-07 19:00:00	2009	1	7	19	2.48	8.68
2009-01-07 20:00:00	2009	1	7	20	2.42	8.95
2009-01-07 21:00:00	2009	1	7	21	2.29	8.63
2009-01-07 22:00:00	2009	1	7	22	2.26	8.53
2009-01-07 23:00:00	2009	1	7	23	2.27	8.51
2009-01-08 00:00:00	2009	1	8	0	2.36	8.5
2009-01-08 01:00:00	2009	1	8	1	2.45	8.73
2009-01-08 02:00:00	2009	1	8	2	2.32	8.41
2009-01-08 03:00:00	2009	1	8	3	2.36	8.36
2009-01-08 04:00:00	2009	1	8	4	2.26	7.88
2009-01-08 05:00:00	2009	1	8	5	2.3	8.27
2009-01-08 06:00:00	2009	1	8	6	2.1	8.03
2009-01-08 07:00:00	2009	1	8	7	2.27	8.35
2009-01-08 08:00:00	2009	1	8	8	2.25	8.09
2009-01-08 09:00:00	2009	1	8	9	2.15	8.34
2009-01-08 10:00:00	2009	1	8	10	2.31	8.46
2009-01-08 11:00:00	2009	1	8	11	2.17	8.34
2009-01-08 12:00:00	2009	1	8	12	2.2	8.08
2009-01-08 13:00:00	2009	1	8	13	2.08	7.65
2009-01-08 14:00:00	2009	1	8	14	2.01	7.44
2009-01-08 15:00:00	2009	1	8	15	2.02	7.39
2009-01-08 16:00:00	2009	1	8	16	2.01	7.03
2009-01-08 17:00:00	2009	1	8	17	1.97	6.8
2009-01-08 18:00:00	2009	1	8	18	2.15	6.86
2009-01-08 19:00:00	2009	1	8	19	2.21	6.71
2009-01-08 20:00:00	2009	1	8	20	2.26	6.3
2009-01-08 21:00:00	2009	1	8	21	2.39	6.3
2009-01-08 22:00:00	2009	1	8	22	2.29	6.1
2009-01-08 23:00:00	2009	1	8	23	2.46	6.11
2009-01-09 00:00:00	2009	1	9	0	2.67	6.61
2009-01-09 01:00:00	2009	1	9	1	2.62	6.6
2009-01-09 02:00:00	2009	1	9	2	2.82	6.64
2009-01-09 03:00:00	2009	1	9	3	3.1	6.38
2009-01-09 04:00:00	2009	1	9	4	3.1	6.55
2009-01-09 05:00:00	2009	1	9	5	3.15	6.72
2009-01-09 06:00:00	2009	1	9	6	2.88	6.69
2009-01-09 07:00:00	2009	1	9	7	2.75	6.74
2009-01-09 08:00:00	2009	1	9	8	2.87	6.83
2009-01-09 09:00:00	2009	1	9	9	2.61	7.01
2009-01-09 10:00:00	2009	1	9	10	2.75	7.04
2009-01-09 11:00:00	2009	1	9	11	2.71	6.97
2009-01-09 12:00:00	2009	1	9	12	2.7	7.06
2009-01-09 13:00:00	2009	1	9	13	2.65	7.13
2009-01-09 14:00:00	2009	1	9	14	2.72	7.35
2009-01-09 15:00:00	2009	1	9	15	2.68	7.78
2009-01-09 16:00:00	2009	1	9	16	2.85	7.73
2009-01-09 17:00:00	2009	1	9	17	3.03	7.82
2009-01-09 18:00:00	2009	1	9	18	2.92	7.9
2009-01-09 19:00:00	2009	1	9	19	2.96	7.61
2009-01-09 20:00:00	2009	1	9	20	2.66	7.64
2009-01-09 21:00:00	2009	1	9	21	2.65	7.62
2009-01-09 22:00:00	2009	1	9	22	2.6	7.81
2009-01-09 23:00:00	2009	1	9	23	2.59	8.03
2009-01-10 00:00:00	2009	1	10	0	2.31	7.87
2009-01-10 01:00:00	2009	1	10	1	2.58	8.15
2009-01-10 02:00:00	2009	1	10	2	2.82	8.26
2009-01-10 03:00:00	2009	1	10	3	2.66	7.89
2009-01-10 04:00:00	2009	1	10	4	2.83	8.02
2009-01-10 05:00:00	2009	1	10	5	2.56	7.86
2009-01-10 06:00:00	2009	1	10	6	2.63	7.81
2009-01-10 07:00:00	2009	1	10	7	2.75	7.73
2009-01-10 08:00:00	2009	1	10	8	2.74	7.17
2009-01-10 09:00:00	2009	1	10	9	2.6	6.78
2009-01-10 10:00:00	2009	1	10	10	2.68	6.97
2009-01-10 11:00:00	2009	1	10	11	2.59	6.73
2009-01-10 12:00:00	2009	1	10	12	2.64	6.82
2009-01-10 13:00:00	2009	1	10	13	2.68	6.52
2009-01-10 14:00:00	2009	1	10	14	2.65	6.58
2009-01-10 15:00:00	2009	1	10	15	2.54	6.34
2009-01-10 16:00:00	2009	1	10	16	2.66	6.4
2009-01-10 17:00:00	2009	1	10	17	2.51	6.35
2009-01-10 18:00:00	2009	1	10	18	2.3	5.97
2009-01-10 19:00:00	2009	1	10	19	2.58	6.57
2009-01-10 20:00:00	2009	1	10	20	2.06	6.43
2009-01-10 21:00:00	2009	1	10	21	2.04	6.76
2009-01-10 22:00:00	2009	1	10	22	1.91	6.83
2009-01-10 23:00:00	2009	1	10	23	1.74	6.91
2009-01-11 00:00:00	2009	1	11	0	1.73	6.92
2009-01-11 01:00:00	2009	1	11	1	1.79	7.08
2009-01-11 02:00:00	2009	1	11	2	1.72	6.91
2009-01-11 03:00:00	2009	1	11	3	1.77	7.06
2009-01-11 04:00:00	2009	1	11	4	1.71	7.04
2009-01-11 05:00:00	2009	1	11	5	1.64	6.37
2009-01-11 06:00:00	2009	1	11	6	1.79	6.92
2009-01-11 07:00:00	2009	1	11	7	1.52	6.68
2009-01-11 08:00:00	2009	1	11	8	1.56	6.99
2009-01-11 09:00:00	2009	1	11	9	1.51	6.99
2009-01-11 10:00:00	2009	1	11	10	1.47	7.43
2009-01-11 11:00:00	2009	1	11	11	1.37	7.63
2009-01-11 12:00:00	2009	1	11	12	1.5	7.7
2009-01-11 13:00:00	2009	1	11	13	1.44	7.36
2009-01-11 14:00:00	2009	1	11	14	1.52	7.53
2009-01-11 15:00:00	2009	1	11	15	1.55	6.75
2009-01-11 16:00:00	2009	1	11	16	1.56	6.91
2009-01-11 17:00:00	2009	1	11	17	1.5	6.94
2009-01-11 18:00:00	2009	1	11	18	1.47	6.89
2009-01-11 19:00:00	2009	1	11	19	1.52	7.4
2009-01-11 20:00:00	2009	1	11	20	1.41	7.26
2009-01-11 21:00:00	2009	1	11	21	1.45	7.85
2009-01-11 22:00:00	2009	1	11	22	1.61	8.57
2009-01-11 23:00:00	2009	1	11	23	1.62	8.8
2009-01-12 00:00:00	2009	1	12	0	1.57	8.68
2009-01-12 01:00:00	2009	1	12	1	1.66	8.06
2009-01-12 02:00:00	2009	1	12	2	1.5	7.19
2009-01-12 03:00:00	2009	1	12	3	1.67	7.57
2009-01-12 04:00:00	2009	1	12	4	1.71	7.22
2009-01-12 05:00:00	2009	1	12	5	1.85	7.3
2009-01-12 06:00:00	2009	1	12	6	1.94	7.8
2009-01-12 07:00:00	2009	1	12	7	1.85	7.79
2009-01-12 08:00:00	2009	1	12	8	1.96	8.46
2009-01-12 09:00:00	2009	1	12	9	1.83	7.84
2009-01-12 10:00:00	2009	1	12	10	1.82	6.92
2009-01-12 11:00:00	2009	1	12	11	1.95	6.6
2009-01-12 12:00:00	2009	1	12	12	1.9	7.47
2009-01-12 13:00:00	2009	1	12	13	1.69	7.32
2009-01-12 14:00:00	2009	1	12	14	1.73	6.46
2009-01-12 15:00:00	2009	1	12	15	1.81	6.66
2009-01-12 16:00:00	2009	1	12	16	1.8	6.97
2009-01-12 17:00:00	2009	1	12	17	1.89	6.78
2009-01-12 18:00:00	2009	1	12	18	1.71	6.52
2009-01-12 19:00:00	2009	1	12	19	1.75	6.39
2009-01-12 20:00:00	2009	1	12	20	1.65	6.26
2009-01-12 21:00:00	2009	1	12	21	1.79	6.93
2009-01-12 22:00:00	2009	1	12	22	1.64	6.74
2009-01-12 23:00:00	2009	1	12	23	1.7	7.41
2009-01-13 00:00:00	2009	1	13	0	1.6	7.51
2009-01-13 01:00:00	2009	1	13	1	1.52	7.43
2009-01-13 02:00:00	2009	1	13	2	1.62	7.33
2009-01-13 03:00:00	2009	1	13	3	1.58	7.12
2009-01-13 04:00:00	2009	1	13	4	1.62	7.02
2009-01-13 05:00:00	2009	1	13	5	1.67	7.0
2009-01-13 06:00:00	2009	1	13	6	1.55	7.14
2009-01-13 07:00:00	2009	1	13	7	1.73	7.08
2009-01-13 08:00:00	2009	1	13	8	1.67	6.05
2009-01-13 09:00:00	2009	1	13	9	1.57	6.0
2009-01-13 10:00:00	2009	1	13	10	1.52	5.91
2009-01-13 11:00:00	2009	1	13	11	1.47	6.39
2009-01-13 12:00:00	2009	1	13	12	1.58	5.94
2009-01-13 13:00:00	2009	1	13	13	1.51	5.64
2009-01-13 14:00:00	2009	1	13	14	1.71	5.54
2009-01-13 15:00:00	2009	1	13	15	1.52	5.65
2009-01-13 16:00:00	2009	1	13	16	1.41	6.08
2009-01-13 17:00:00	2009	1	13	17	1.4	6.09
2009-01-13 18:00:00	2009	1	13	18	1.33	5.93
2009-01-13 19:00:00	2009	1	13	19	1.36	6.38
2009-01-13 20:00:00	2009	1	13	20	1.22	6.22
2009-01-13 21:00:00	2009	1	13	21	1.23	6.39
2009-01-13 22:00:00	2009	1	13	22	1.1	6.46
2009-01-13 23:00:00	2009	1	13	23	1.06	7.03
2009-01-14 00:00:00	2009	1	14	0	1.01	6.78
2009-01-14 01:00:00	2009	1	14	1	1.05	7.23
2009-01-14 02:00:00	2009	1	14	2	1.01	7.24
2009-01-14 03:00:00	2009	1	14	3	1.01	7.36
2009-01-14 04:00:00	2009	1	14	4	1.13	7.18
2009-01-14 05:00:00	2009	1	14	5	1.1	7.19
2009-01-14 06:00:00	2009	1	14	6	1.08	7.12
2009-01-14 07:00:00	2009	1	14	7	0.92	7.0
2009-01-14 08:00:00	2009	1	14	8	0.92	7.02
2009-01-14 09:00:00	2009	1	14	9	0.97	7.24
2009-01-14 10:00:00	2009	1	14	10	1.02	7.15
2009-01-14 11:00:00	2009	1	14	11	0.98	7.33
2009-01-14 12:00:00	2009	1	14	12	0.96	7.4
2009-01-14 13:00:00	2009	1	14	13	0.89	7.23
2009-01-14 14:00:00	2009	1	14	14	0.91	7.5
2009-01-14 15:00:00	2009	1	14	15	0.94	7.24
2009-01-14 16:00:00	2009	1	14	16	0.89	6.87
2009-01-14 17:00:00	2009	1	14	17	0.91	7.05
2009-01-14 18:00:00	2009	1	14	18	0.97	6.48
2009-01-14 19:00:00	2009	1	14	19	0.93	6.72
2009-01-14 20:00:00	2009	1	14	20	0.92	6.82
2009-01-14 21:00:00	2009	1	14	21	0.94	7.11
2009-01-14 22:00:00	2009	1	14	22	0.86	7.29
2009-01-14 23:00:00	2009	1	14	23	0.87	7.18
2009-01-15 00:00:00	2009	1	15	0	0.9	8.11
2009-01-15 01:00:00	2009	1	15	1	0.82	8.13
2009-01-15 02:00:00	2009	1	15	2	0.89	8.42
2009-01-15 03:00:00	2009	1	15	3	0.82	8.04
2009-01-15 04:00:00	2009	1	15	4	0.85	7.85
2009-01-15 05:00:00	2009	1	15	5	0.88	7.85
2009-01-15 06:00:00	2009	1	15	6	0.89	7.75
2009-01-15 07:00:00	2009	1	15	7	0.91	8.0
2009-01-15 08:00:00	2009	1	15	8	0.85	7.24
2009-01-15 09:00:00	2009	1	15	9	0.89	7.6
2009-01-15 10:00:00	2009	1	15	10	0.8	6.56
2009-01-15 11:00:00	2009	1	15	11	0.86	7.58
2009-01-15 12:00:00	2009	1	15	12	0.84	8.33
2009-01-15 13:00:00	2009	1	15	13	0.91	8.91
2009-01-15 14:00:00	2009	1	15	14	0.84	8.78
2009-01-15 15:00:00	2009	1	15	15	0.76	7.59
2009-01-15 16:00:00	2009	1	15	16	0.75	6.72
2009-01-15 17:00:00	2009	1	15	17	0.78	7.05
2009-01-15 18:00:00	2009	1	15	18	0.85	6.9
2009-01-15 19:00:00	2009	1	15	19	0.83	6.02
2009-01-15 20:00:00	2009	1	15	20	0.84	5.79
2009-01-15 21:00:00	2009	1	15	21	0.81	6.31
2009-01-15 22:00:00	2009	1	15	22	0.78	6.81
2009-01-15 23:00:00	2009	1	15	23	0.72	7.31
2009-01-16 00:00:00	2009	1	16	0	0.75	7.3
2009-01-16 01:00:00	2009	1	16	1	0.66	7.07
2009-01-16 02:00:00	2009	1	16	2	0.69	7.15
2009-01-16 03:00:00	2009	1	16	3	0.71	7.83
2009-01-16 04:00:00	2009	1	16	4	0.69	7.61
2009-01-16 05:00:00	2009	1	16	5	0.68	7.11
2009-01-16 06:00:00	2009	1	16	6	0.7	7.71
2009-01-16 07:00:00	2009	1	16	7	0.72	8.02
2009-01-16 08:00:00	2009	1	16	8	0.73	7.82
2009-01-16 09:00:00	2009	1	16	9	0.71	8.07
2009-01-16 10:00:00	2009	1	16	10	0.76	7.88
2009-01-16 11:00:00	2009	1	16	11	0.75	7.78
2009-01-16 12:00:00	2009	1	16	12	0.76	7.43
2009-01-16 13:00:00	2009	1	16	13	0.8	7.64
2009-01-16 14:00:00	2009	1	16	14	0.78	7.0
2009-01-16 15:00:00	2009	1	16	15	0.76	7.56
2009-01-16 16:00:00	2009	1	16	16	0.74	7.9
2009-01-16 17:00:00	2009	1	16	17	0.76	7.94
2009-01-16 18:00:00	2009	1	16	18	0.72	7.64
2009-01-16 19:00:00	2009	1	16	19	0.84	7.28
2009-01-16 20:00:00	2009	1	16	20	0.85	5.95
2009-01-16 21:00:00	2009	1	16	21	0.82	6.27
2009-01-16 22:00:00	2009	1	16	22	0.89	8.25
2009-01-16 23:00:00	2009	1	16	23	0.89	9.17
2009-01-17 00:00:00	2009	1	17	0	0.84	9.13
2009-01-17 01:00:00	2009	1	17	1	0.89	8.84
2009-01-17 02:00:00	2009	1	17	2	0.92	9.84
2009-01-17 03:00:00	2009	1	17	3	0.91	10.73
2009-01-17 04:00:00	2009	1	17	4	1.05	11.5
2009-01-17 05:00:00	2009	1	17	5	1.08	11.66
2009-01-17 06:00:00	2009	1	17	6	1.22	11.62
2009-01-17 07:00:00	2009	1	17	7	1.14	11.21
2009-01-17 08:00:00	2009	1	17	8	1.34	12.1
2009-01-17 09:00:00	2009	1	17	9	1.38	12.31
2009-01-17 10:00:00	2009	1	17	10	1.6	12.79
2009-01-17 11:00:00	2009	1	17	11	1.56	12.59
2009-01-17 12:00:00	2009	1	17	12	1.72	13.22
2009-01-17 13:00:00	2009	1	17	13	1.68	13.19
2009-01-17 14:00:00	2009	1	17	14	1.67	12.9
2009-01-17 15:00:00	2009	1	17	15	1.77	13.17
2009-01-17 16:00:00	2009	1	17	16	1.66	12.73
2009-01-17 17:00:00	2009	1	17	17	1.85	13.85
2009-01-17 18:00:00	2009	1	17	18	2.0	14.12
2009-01-17 19:00:00	2009	1	17	19	1.75	13.05
2009-01-17 20:00:00	2009	1	17	20	1.92	13.66
2009-01-17 21:00:00	2009	1	17	21	1.75	11.85
2009-01-17 22:00:00	2009	1	17	22	1.72	10.98
2009-01-17 23:00:00	2009	1	17	23	2.0	11.57
2009-01-18 00:00:00	2009	1	18	0	2.16	12.66
2009-01-18 01:00:00	2009	1	18	1	2.05	12.27
2009-01-18 02:00:00	2009	1	18	2	2.01	12.04
2009-01-18 03:00:00	2009	1	18	3	1.88	11.6
2009-01-18 04:00:00	2009	1	18	4	1.87	11.95
2009-01-18 05:00:00	2009	1	18	5	2.04	12.97
2009-01-18 06:00:00	2009	1	18	6	1.91	12.25
2009-01-18 07:00:00	2009	1	18	7	1.84	11.78
2009-01-18 08:00:00	2009	1	18	8	1.98	12.39
2009-01-18 09:00:00	2009	1	18	9	1.84	12.17
2009-01-18 10:00:00	2009	1	18	10	1.72	11.91
2009-01-18 11:00:00	2009	1	18	11	1.69	11.87
2009-01-18 12:00:00	2009	1	18	12	1.83	12.22
2009-01-18 13:00:00	2009	1	18	13	1.93	12.03
2009-01-18 14:00:00	2009	1	18	14	1.9	12.33
2009-01-18 15:00:00	2009	1	18	15	1.88	12.67
2009-01-18 16:00:00	2009	1	18	16	1.97	12.74
2009-01-18 17:00:00	2009	1	18	17	1.86	12.72
2009-01-18 18:00:00	2009	1	18	18	1.97	12.51
2009-01-18 19:00:00	2009	1	18	19	1.95	10.86
2009-01-18 20:00:00	2009	1	18	20	1.9	10.29
2009-01-18 21:00:00	2009	1	18	21	1.77	9.95
2009-01-18 22:00:00	2009	1	18	22	1.78	10.12
2009-01-18 23:00:00	2009	1	18	23	1.67	9.95
2009-01-19 00:00:00	2009	1	19	0	1.9	11.01
2009-01-19 01:00:00	2009	1	19	1	1.75	11.22
2009-01-19 02:00:00	2009	1	19	2	1.71	11.22
2009-01-19 03:00:00	2009	1	19	3	1.81	11.63
2009-01-19 04:00:00	2009	1	19	4	1.55	11.43
2009-01-19 05:00:00	2009	1	19	5	1.75	12.01
2009-01-19 06:00:00	2009	1	19	6	1.75	12.04
2009-01-19 07:00:00	2009	1	19	7	1.78	12.12
2009-01-19 08:00:00	2009	1	19	8	1.65	12.0
2009-01-19 09:00:00	2009	1	19	9	1.87	11.38
2009-01-19 10:00:00	2009	1	19	10	1.94	9.89
2009-01-19 11:00:00	2009	1	19	11	1.85	9.47
2009-01-19 12:00:00	2009	1	19	12	1.82	9.11
2009-01-19 13:00:00	2009	1	19	13	1.8	9.41
2009-01-19 14:00:00	2009	1	19	14	2.03	10.02
2009-01-19 15:00:00	2009	1	19	15	1.98	10.15
2009-01-19 16:00:00	2009	1	19	16	1.87	10.53
2009-01-19 17:00:00	2009	1	19	17	1.94	11.01
2009-01-19 18:00:00	2009	1	19	18	1.95	11.17
2009-01-19 19:00:00	2009	1	19	19	1.89	10.92
2009-01-19 20:00:00	2009	1	19	20	1.91	11.07
2009-01-19 21:00:00	2009	1	19	21	1.8	11.21
2009-01-19 22:00:00	2009	1	19	22	2.0	11.28
2009-01-19 23:00:00	2009	1	19	23	1.94	11.41
2009-01-20 00:00:00	2009	1	20	0	1.8	10.96
2009-01-20 01:00:00	2009	1	20	1	1.94	11.46
2009-01-20 02:00:00	2009	1	20	2	1.86	11.57
2009-01-20 03:00:00	2009	1	20	3	2.05	11.92
2009-01-20 04:00:00	2009	1	20	4	1.96	12.38
2009-01-20 05:00:00	2009	1	20	5	2.02	12.27
2009-01-20 06:00:00	2009	1	20	6	1.96	12.06
2009-01-20 07:00:00	2009	1	20	7	2.11	12.09
