time	year	month	day	hour	WVHT	APD
2002-07-13 20:00:00	2002	7	13	20	0.83	4.7
2002-07-13 21:00:00	2002	7	13	21	0.87	4.58
2002-07-13 22:00:00	2002	7	13	22	0.93	5.01
2002-07-13 23:00:00	2002	7	13	23		
2002-07-14 00:00:00	2002	7	14	0	0.88	5.09
2002-07-14 01:00:00	2002	7	14	1	0.89	5.29
2002-07-14 02:00:00	2002	7	14	2	0.85	5.53
2002-07-14 03:00:00	2002	7	14	3	0.9	5.92
2002-07-14 04:00:00	2002	7	14	4	0.9	5.5
2002-07-14 05:00:00	2002	7	14	5	0.84	5.05
2002-07-14 06:00:00	2002	7	14	6	0.88	4.82
2002-07-14 07:00:00	2002	7	14	7	0.94	4.69
2002-07-14 08:00:00	2002	7	14	8	1.02	4.58
2002-07-14 09:00:00	2002	7	14	9	0.99	4.66
2002-07-14 10:00:00	2002	7	14	10	0.99	4.59
2002-07-14 11:00:00	2002	7	14	11	0.97	4.47
2002-07-14 12:00:00	2002	7	14	12	0.97	4.78
2002-07-14 13:00:00	2002	7	14	13	0.91	5.03
2002-07-14 14:00:00	2002	7	14	14	0.86	5.16
2002-07-14 15:00:00	2002	7	14	15	0.88	5.16
2002-07-14 16:00:00	2002	7	14	16	0.79	5.16
2002-07-14 17:00:00	2002	7	14	17	0.81	5.72
2002-07-14 18:00:00	2002	7	14	18	0.79	5.78
2002-07-14 19:00:00	2002	7	14	19	0.86	5.99
2002-07-14 20:00:00	2002	7	14	20	0.88	6.07
2002-07-14 21:00:00	2002	7	14	21	0.87	5.65
2002-07-14 22:00:00	2002	7	14	22	0.91	5.89
2002-07-14 23:00:00	2002	7	14	23	0.86	5.75
2002-07-15 00:00:00	2002	7	15	0	0.99	6.38
2002-07-15 01:00:00	2002	7	15	1	0.8	5.41
2002-07-15 02:00:00	2002	7	15	2	0.81	5.15
2002-07-15 03:00:00	2002	7	15	3	0.86	5.1
2002-07-15 04:00:00	2002	7	15	4	0.91	5.6
2002-07-15 05:00:00	2002	7	15	5	0.93	5.7
2002-07-15 06:00:00	2002	7	15	6	0.88	5.33
2002-07-15 07:00:00	2002	7	15	7	0.86	5.02
2002-07-15 08:00:00	2002	7	15	8	0.98	4.99
2002-07-15 09:00:00	2002	7	15	9	0.95	4.95
2002-07-15 10:00:00	2002	7	15	10	1.03	4.76
2002-07-15 11:00:00	2002	7	15	11	1.06	5.09
2002-07-15 12:00:00	2002	7	15	12	1.08	5.16
2002-07-15 13:00:00	2002	7	15	13	1.14	5.33
2002-07-15 14:00:00	2002	7	15	14	1.33	5.67
2002-07-15 15:00:00	2002	7	15	15	1.34	5.41
2002-07-15 16:00:00	2002	7	15	16	1.43	5.39
2002-07-15 17:00:00	2002	7	15	17	1.46	5.56
2002-07-15 18:00:00	2002	7	15	18	1.51	5.6
2002-07-15 19:00:00	2002	7	15	19	1.63	5.81
2002-07-15 20:00:00	2002	7	15	20	1.52	5.68
2002-07-15 21:00:00	2002	7	15	21	1.67	5.46
2002-07-15 22:00:00	2002	7	15	22	1.83	5.54
2002-07-15 23:00:00	2002	7	15	23	1.72	5.39
2002-07-16 00:00:00	2002	7	16	0	1.85	5.45
2002-07-16 01:00:00	2002	7	16	1	1.78	5.39
2002-07-16 02:00:00	2002	7	16	2	1.65	5.6
2002-07-16 03:00:00	2002	7	16	3	1.55	5.61
2002-07-16 04:00:00	2002	7	16	4	1.58	5.6
2002-07-16 05:00:00	2002	7	16	5	1.6	5.87
2002-07-16 06:00:00	2002	7	16	6	1.55	6.03
2002-07-16 07:00:00	2002	7	16	7	1.54	5.88
2002-07-16 08:00:00	2002	7	16	8	1.55	5.96
2002-07-16 09:00:00	2002	7	16	9	1.56	5.88
2002-07-16 10:00:00	2002	7	16	10	1.51	5.77
2002-07-16 11:00:00	2002	7	16	11	1.48	5.97
2002-07-16 12:00:00	2002	7	16	12	1.58	6.13
2002-07-16 13:00:00	2002	7	16	13	1.32	5.68
2002-07-16 14:00:00	2002	7	16	14	1.27	5.75
2002-07-16 15:00:00	2002	7	16	15	1.34	5.95
2002-07-16 16:00:00	2002	7	16	16	1.39	6.03
2002-07-16 17:00:00	2002	7	16	17	1.4	6.25
2002-07-16 18:00:00	2002	7	16	18	1.38	6.2
2002-07-16 19:00:00	2002	7	16	19	1.27	6.11
2002-07-16 20:00:00	2002	7	16	20	1.47	5.94
2002-07-16 21:00:00	2002	7	16	21	1.47	5.82
2002-07-16 22:00:00	2002	7	16	22	1.44	6.0
2002-07-16 23:00:00	2002	7	16	23	1.31	5.87
2002-07-17 00:00:00	2002	7	17	0	1.31	6.05
2002-07-17 01:00:00	2002	7	17	1	1.3	6.14
2002-07-17 02:00:00	2002	7	17	2	1.22	5.92
2002-07-17 03:00:00	2002	7	17	3	1.32	6.09
2002-07-17 04:00:00	2002	7	17	4	1.31	6.11
2002-07-17 05:00:00	2002	7	17	5	1.29	6.4
2002-07-17 06:00:00	2002	7	17	6	1.26	6.16
2002-07-17 07:00:00	2002	7	17	7	1.29	6.77
2002-07-17 08:00:00	2002	7	17	8	1.28	6.72
2002-07-17 09:00:00	2002	7	17	9	1.29	6.72
2002-07-17 10:00:00	2002	7	17	10	1.27	6.67
2002-07-17 11:00:00	2002	7	17	11	1.16	6.77
2002-07-17 12:00:00	2002	7	17	12	1.08	6.7
2002-07-17 13:00:00	2002	7	17	13	1.06	6.66
2002-07-17 14:00:00	2002	7	17	14	1.1	6.89
2002-07-17 15:00:00	2002	7	17	15	1.04	6.88
2002-07-17 16:00:00	2002	7	17	16	1.1	6.59
2002-07-17 17:00:00	2002	7	17	17	1.12	6.52
2002-07-17 18:00:00	2002	7	17	18	1.11	6.54
2002-07-17 19:00:00	2002	7	17	19	1.05	6.4
2002-07-17 20:00:00	2002	7	17	20	1.07	6.24
2002-07-17 21:00:00	2002	7	17	21	1.06	5.87
2002-07-17 22:00:00	2002	7	17	22	1.02	5.66
2002-07-17 23:00:00	2002	7	17	23	1.08	5.62
2002-07-18 00:00:00	2002	7	18	0	0.96	5.16
2002-07-18 01:00:00	2002	7	18	1	0.96	5.0
2002-07-18 02:00:00	2002	7	18	2	0.94	4.84
2002-07-18 03:00:00	2002	7	18	3	1.0	4.6
2002-07-18 04:00:00	2002	7	18	4	1.04	4.51
2002-07-18 05:00:00	2002	7	18	5	1.1	4.55
2002-07-18 06:00:00	2002	7	18	6	1.09	4.68
2002-07-18 07:00:00	2002	7	18	7	1.15	4.71
2002-07-18 08:00:00	2002	7	18	8	1.16	4.6
2002-07-18 09:00:00	2002	7	18	9	1.11	4.54
2002-07-18 10:00:00	2002	7	18	10	1.2	4.45
2002-07-18 11:00:00	2002	7	18	11	1.15	4.33
2002-07-18 12:00:00	2002	7	18	12	1.13	4.34
2002-07-18 13:00:00	2002	7	18	13	1.09	4.29
2002-07-18 14:00:00	2002	7	18	14	1.1	4.46
2002-07-18 15:00:00	2002	7	18	15	1.09	4.47
2002-07-18 16:00:00	2002	7	18	16	1.1	4.45
2002-07-18 17:00:00	2002	7	18	17	1.09	4.51
2002-07-18 18:00:00	2002	7	18	18	1.09	4.65
2002-07-18 19:00:00	2002	7	18	19	1.08	4.68
2002-07-18 20:00:00	2002	7	18	20	1.08	4.75
2002-07-18 21:00:00	2002	7	18	21	1.04	4.82
2002-07-18 22:00:00	2002	7	18	22	0.95	4.9
2002-07-18 23:00:00	2002	7	18	23	0.97	4.9
2002-07-19 00:00:00	2002	7	19	0	0.91	4.99
2002-07-19 01:00:00	2002	7	19	1	0.91	5.08
2002-07-19 02:00:00	2002	7	19	2	0.91	5.36
2002-07-19 03:00:00	2002	7	19	3	0.94	5.66
2002-07-19 04:00:00	2002	7	19	4	0.9	6.12
2002-07-19 05:00:00	2002	7	19	5	0.9	6.17
2002-07-19 06:00:00	2002	7	19	6	0.89	6.09
2002-07-19 07:00:00	2002	7	19	7	0.93	6.09
2002-07-19 08:00:00	2002	7	19	8	0.96	6.07
2002-07-19 09:00:00	2002	7	19	9	1.0	6.16
2002-07-19 10:00:00	2002	7	19	10	0.92	5.88
2002-07-19 11:00:00	2002	7	19	11	0.91	5.48
2002-07-19 12:00:00	2002	7	19	12	0.93	5.75
2002-07-19 13:00:00	2002	7	19	13	0.89	5.78
2002-07-19 14:00:00	2002	7	19	14	0.88	6.13
2002-07-19 15:00:00	2002	7	19	15	0.81	6.41
2002-07-19 16:00:00	2002	7	19	16	0.8	6.38
2002-07-19 17:00:00	2002	7	19	17	0.87	6.65
2002-07-19 18:00:00	2002	7	19	18	0.89	6.89
2002-07-19 19:00:00	2002	7	19	19	0.89	6.84
2002-07-19 20:00:00	2002	7	19	20	0.95	6.89
2002-07-19 21:00:00	2002	7	19	21	0.89	6.71
2002-07-19 22:00:00	2002	7	19	22	0.83	6.43
2002-07-19 23:00:00	2002	7	19	23		
2002-07-20 00:00:00	2002	7	20	0	0.86	6.5
2002-07-20 01:00:00	2002	7	20	1		
2002-07-20 02:00:00	2002	7	20	2	0.83	6.43
2002-07-20 03:00:00	2002	7	20	3	0.85	6.55
2002-07-20 04:00:00	2002	7	20	4	0.87	6.79
2002-07-20 05:00:00	2002	7	20	5	0.87	6.81
2002-07-20 06:00:00	2002	7	20	6	0.86	6.88
2002-07-20 07:00:00	2002	7	20	7	0.9	7.13
2002-07-20 08:00:00	2002	7	20	8	0.86	6.91
2002-07-20 09:00:00	2002	7	20	9	0.88	6.78
2002-07-20 10:00:00	2002	7	20	10	0.79	6.64
2002-07-20 11:00:00	2002	7	20	11	0.78	6.56
2002-07-20 12:00:00	2002	7	20	12	0.86	6.66
2002-07-20 13:00:00	2002	7	20	13	0.83	6.95
2002-07-20 14:00:00	2002	7	20	14	0.85	6.95
2002-07-20 15:00:00	2002	7	20	15	0.72	5.98
2002-07-20 16:00:00	2002	7	20	16	0.81	5.28
2002-07-20 17:00:00	2002	7	20	17	0.82	4.74
2002-07-20 18:00:00	2002	7	20	18	0.94	4.53
2002-07-20 19:00:00	2002	7	20	19	0.99	4.29
2002-07-20 20:00:00	2002	7	20	20	1.06	4.21
2002-07-20 21:00:00	2002	7	20	21	1.24	4.29
2002-07-20 22:00:00	2002	7	20	22	1.46	4.35
2002-07-20 23:00:00	2002	7	20	23	1.57	4.37
2002-07-21 00:00:00	2002	7	21	0	1.68	4.5
2002-07-21 01:00:00	2002	7	21	1	1.8	4.67
2002-07-21 02:00:00	2002	7	21	2	1.98	4.76
2002-07-21 03:00:00	2002	7	21	3	2.08	5.02
2002-07-21 04:00:00	2002	7	21	4	2.12	5.21
2002-07-21 05:00:00	2002	7	21	5	2.25	5.29
2002-07-21 06:00:00	2002	7	21	6	2.11	5.22
2002-07-21 07:00:00	2002	7	21	7	2.26	5.29
2002-07-21 08:00:00	2002	7	21	8	2.33	5.24
2002-07-21 09:00:00	2002	7	21	9	2.05	5.24
2002-07-21 10:00:00	2002	7	21	10	1.94	5.06
2002-07-21 11:00:00	2002	7	21	11	1.7	5.13
2002-07-21 12:00:00	2002	7	21	12	1.68	5.22
2002-07-21 13:00:00	2002	7	21	13	1.49	5.07
2002-07-21 14:00:00	2002	7	21	14	1.48	5.2
2002-07-21 15:00:00	2002	7	21	15	1.51	5.14
2002-07-21 16:00:00	2002	7	21	16	1.56	5.08
2002-07-21 17:00:00	2002	7	21	17	1.67	5.02
2002-07-21 18:00:00	2002	7	21	18	1.73	5.03
2002-07-21 19:00:00	2002	7	21	19	1.76	5.23
2002-07-21 20:00:00	2002	7	21	20	1.92	5.53
2002-07-21 21:00:00	2002	7	21	21	1.61	5.45
2002-07-21 22:00:00	2002	7	21	22	1.79	5.67
2002-07-21 23:00:00	2002	7	21	23	1.85	6.02
2002-07-22 00:00:00	2002	7	22	0	1.94	6.4
2002-07-22 01:00:00	2002	7	22	1	1.91	6.45
2002-07-22 02:00:00	2002	7	22	2	1.77	6.21
2002-07-22 03:00:00	2002	7	22	3	1.76	6.35
2002-07-22 04:00:00	2002	7	22	4	1.7	6.65
2002-07-22 05:00:00	2002	7	22	5	1.76	7.09
2002-07-22 06:00:00	2002	7	22	6	1.8	6.99
2002-07-22 07:00:00	2002	7	22	7	2.08	7.31
2002-07-22 08:00:00	2002	7	22	8	2.05	7.03
2002-07-22 09:00:00	2002	7	22	9	1.98	6.85
2002-07-22 10:00:00	2002	7	22	10	2.09	6.9
2002-07-22 11:00:00	2002	7	22	11	2.27	6.79
2002-07-22 12:00:00	2002	7	22	12	2.21	6.63
2002-07-22 13:00:00	2002	7	22	13	2.24	6.57
2002-07-22 14:00:00	2002	7	22	14	1.92	6.37
2002-07-22 15:00:00	2002	7	22	15	1.86	6.45
2002-07-22 16:00:00	2002	7	22	16	1.85	6.72
2002-07-22 17:00:00	2002	7	22	17	1.67	6.9
2002-07-22 18:00:00	2002	7	22	18	1.69	7.31
2002-07-22 19:00:00	2002	7	22	19	1.5	6.83
2002-07-22 20:00:00	2002	7	22	20	1.75	7.34
2002-07-22 21:00:00	2002	7	22	21	1.62	6.83
2002-07-22 22:00:00	2002	7	22	22	1.68	7.02
2002-07-22 23:00:00	2002	7	22	23	1.86	7.19
2002-07-23 00:00:00	2002	7	23	0	1.87	7.02
2002-07-23 01:00:00	2002	7	23	1	1.78	6.66
2002-07-23 02:00:00	2002	7	23	2	1.94	6.53
2002-07-23 03:00:00	2002	7	23	3	1.86	6.56
2002-07-23 04:00:00	2002	7	23	4	1.61	6.29
2002-07-23 05:00:00	2002	7	23	5	1.53	6.56
2002-07-23 06:00:00	2002	7	23	6	1.49	6.9
2002-07-23 07:00:00	2002	7	23	7	1.48	6.97
2002-07-23 08:00:00	2002	7	23	8	1.58	7.23
2002-07-23 09:00:00	2002	7	23	9	1.77	7.51
2002-07-23 10:00:00	2002	7	23	10	1.51	7.15
2002-07-23 11:00:00	2002	7	23	11	1.61	6.87
2002-07-23 12:00:00	2002	7	23	12	1.56	6.84
2002-07-23 13:00:00	2002	7	23	13	1.62	7.0
2002-07-23 14:00:00	2002	7	23	14	1.65	6.53
2002-07-23 15:00:00	2002	7	23	15	1.6	6.45
2002-07-23 16:00:00	2002	7	23	16	1.67	6.67
2002-07-23 17:00:00	2002	7	23	17	1.65	6.86
2002-07-23 18:00:00	2002	7	23	18	1.57	6.82
2002-07-23 19:00:00	2002	7	23	19	1.58	6.95
2002-07-23 20:00:00	2002	7	23	20	1.67	7.06
2002-07-23 21:00:00	2002	7	23	21	1.68	7.1
2002-07-23 22:00:00	2002	7	23	22	1.98	7.42
2002-07-23 23:00:00	2002	7	23	23	1.73	6.66
2002-07-24 00:00:00	2002	7	24	0	1.62	6.46
2002-07-24 01:00:00	2002	7	24	1	1.51	6.18
2002-07-24 02:00:00	2002	7	24	2	1.59	6.27
2002-07-24 03:00:00	2002	7	24	3	1.43	6.1
2002-07-24 04:00:00	2002	7	24	4	1.61	6.13
2002-07-24 05:00:00	2002	7	24	5	1.44	5.5
2002-07-24 06:00:00	2002	7	24	6	1.56	5.49
2002-07-24 07:00:00	2002	7	24	7	1.62	5.44
2002-07-24 08:00:00	2002	7	24	8	1.74	5.39
2002-07-24 09:00:00	2002	7	24	9	1.93	5.5
2002-07-24 10:00:00	2002	7	24	10	2.08	5.6
2002-07-24 11:00:00	2002	7	24	11	2.15	5.99
2002-07-24 12:00:00	2002	7	24	12	1.89	5.69
2002-07-24 13:00:00	2002	7	24	13	2.0	5.76
2002-07-24 14:00:00	2002	7	24	14	2.0	6.01
2002-07-24 15:00:00	2002	7	24	15	1.99	5.94
2002-07-24 16:00:00	2002	7	24	16	1.78	5.84
2002-07-24 17:00:00	2002	7	24	17	1.93	6.09
2002-07-24 18:00:00	2002	7	24	18	1.79	6.01
2002-07-24 19:00:00	2002	7	24	19	1.85	6.32
2002-07-24 20:00:00	2002	7	24	20	1.75	6.36
2002-07-24 21:00:00	2002	7	24	21	1.83	6.5
2002-07-24 22:00:00	2002	7	24	22	2.03	6.86
2002-07-24 23:00:00	2002	7	24	23	1.89	6.49
2002-07-25 00:00:00	2002	7	25	0	2.03	6.58
2002-07-25 01:00:00	2002	7	25	1	1.82	6.39
2002-07-25 02:00:00	2002	7	25	2	1.8	6.41
2002-07-25 03:00:00	2002	7	25	3	1.73	6.29
2002-07-25 04:00:00	2002	7	25	4	1.7	6.2
2002-07-25 05:00:00	2002	7	25	5	1.76	5.97
2002-07-25 06:00:00	2002	7	25	6	1.56	5.42
2002-07-25 07:00:00	2002	7	25	7	1.52	5.39
2002-07-25 08:00:00	2002	7	25	8	1.66	5.56
2002-07-25 09:00:00	2002	7	25	9	1.54	5.28
2002-07-25 10:00:00	2002	7	25	10	1.79	5.45
2002-07-25 11:00:00	2002	7	25	11	1.77	5.37
2002-07-25 12:00:00	2002	7	25	12	1.86	5.51
2002-07-25 13:00:00	2002	7	25	13	1.77	5.64
2002-07-25 14:00:00	2002	7	25	14	1.93	5.73
2002-07-25 15:00:00	2002	7	25	15	1.84	5.75
2002-07-25 16:00:00	2002	7	25	16	1.94	5.84
2002-07-25 17:00:00	2002	7	25	17	1.99	6.03
2002-07-25 18:00:00	2002	7	25	18	1.78	5.78
2002-07-25 19:00:00	2002	7	25	19	1.82	5.58
2002-07-25 20:00:00	2002	7	25	20	1.99	5.61
2002-07-25 21:00:00	2002	7	25	21	1.95	5.31
2002-07-25 22:00:00	2002	7	25	22	1.84	5.37
2002-07-25 23:00:00	2002	7	25	23	1.81	5.24
2002-07-26 00:00:00	2002	7	26	0	1.77	5.21
2002-07-26 01:00:00	2002	7	26	1	1.57	5.31
2002-07-26 02:00:00	2002	7	26	2	1.66	5.37
2002-07-26 03:00:00	2002	7	26	3	1.69	5.41
2002-07-26 04:00:00	2002	7	26	4	1.83	5.86
2002-07-26 05:00:00	2002	7	26	5	1.75	5.61
2002-07-26 06:00:00	2002	7	26	6	1.72	5.62
2002-07-26 07:00:00	2002	7	26	7	1.75	5.6
2002-07-26 08:00:00	2002	7	26	8	1.69	5.52
2002-07-26 09:00:00	2002	7	26	9	1.71	5.67
2002-07-26 10:00:00	2002	7	26	10	1.61	5.26
2002-07-26 11:00:00	2002	7	26	11	1.67	5.62
2002-07-26 12:00:00	2002	7	26	12	1.5	5.42
2002-07-26 13:00:00	2002	7	26	13	1.39	5.32
2002-07-26 14:00:00	2002	7	26	14	1.34	5.4
2002-07-26 15:00:00	2002	7	26	15	1.35	5.64
2002-07-26 16:00:00	2002	7	26	16	1.39	5.6
2002-07-26 17:00:00	2002	7	26	17	1.46	5.97
2002-07-26 18:00:00	2002	7	26	18	1.34	5.77
2002-07-26 19:00:00	2002	7	26	19	1.34	5.83
2002-07-26 20:00:00	2002	7	26	20	1.39	6.18
2002-07-26 21:00:00	2002	7	26	21	1.46	6.48
2002-07-26 22:00:00	2002	7	26	22	1.36	6.32
2002-07-26 23:00:00	2002	7	26	23	1.35	6.31
2002-07-27 00:00:00	2002	7	27	0	1.4	6.58
2002-07-27 01:00:00	2002	7	27	1	1.31	6.04
2002-07-27 02:00:00	2002	7	27	2	1.38	5.83
2002-07-27 03:00:00	2002	7	27	3	1.33	5.12
2002-07-27 04:00:00	2002	7	27	4	1.46	5.4
2002-07-27 05:00:00	2002	7	27	5	1.49	4.98
2002-07-27 06:00:00	2002	7	27	6	1.57	4.96
2002-07-27 07:00:00	2002	7	27	7	1.65	4.96
2002-07-27 08:00:00	2002	7	27	8	1.62	5.26
2002-07-27 09:00:00	2002	7	27	9	1.61	5.39
2002-07-27 10:00:00	2002	7	27	10	1.56	5.51
2002-07-27 11:00:00	2002	7	27	11	1.73	5.88
2002-07-27 12:00:00	2002	7	27	12	1.57	5.51
2002-07-27 13:00:00	2002	7	27	13	1.71	5.4
2002-07-27 14:00:00	2002	7	27	14	1.7	5.49
2002-07-27 15:00:00	2002	7	27	15	1.67	5.47
2002-07-27 16:00:00	2002	7	27	16	1.66	5.63
2002-07-27 17:00:00	2002	7	27	17	1.78	5.64
2002-07-27 18:00:00	2002	7	27	18	1.74	5.56
2002-07-27 19:00:00	2002	7	27	19	1.84	6.0
2002-07-27 20:00:00	2002	7	27	20	1.83	5.98
2002-07-27 21:00:00	2002	7	27	21	1.74	5.83
2002-07-27 22:00:00	2002	7	27	22	1.81	5.75
2002-07-27 23:00:00	2002	7	27	23	1.87	5.95
2002-07-28 00:00:00	2002	7	28	0	1.98	6.0
2002-07-28 01:00:00	2002	7	28	1	1.78	5.75
2002-07-28 02:00:00	2002	7	28	2	1.78	5.93
2002-07-28 03:00:00	2002	7	28	3	1.88	6.21
2002-07-28 04:00:00	2002	7	28	4	1.76	5.89
2002-07-28 05:00:00	2002	7	28	5	1.68	5.82
2002-07-28 06:00:00	2002	7	28	6	1.72	5.93
2002-07-28 07:00:00	2002	7	28	7	1.88	6.24
2002-07-28 08:00:00	2002	7	28	8	1.71	5.95
2002-07-28 09:00:00	2002	7	28	9	1.79	6.11
2002-07-28 10:00:00	2002	7	28	10	1.76	5.97
